,breed,description,temperament,popularity,min_height,max_height,min_weight,max_weight,min_expectancy,max_expectancy,group,grooming_frequency_value,grooming_frequency_category,shedding_value,shedding_category,energy_level_value,energy_level_category,trainability_value,trainability_category,demeanor_value,demeanor_category,description_length,temperament_length,text_combined
31,belgian_malinois,belgian malinois squarely built proud alert herder standing inch strong well muscled elegant bulky honest frill look befit dog built work hard feed breed hallmark proud carriage head coat color range rich fawn mahogany black ear mask accentuate bright questioning eye color dark belgian chocolate ever seen mal perform obedience routine know firsthand smart eager breed problem set though people oriented dog underemployed neglected exercise plenty preferably side side adored owner key mal happiness smart confident versatile belgian malinois world class worker forge unbreakable bond human partner deny mal activity pleasure company deprive reason,confident smart hardworking,43,55.88,66.04,18.1436948,36.2873896,14.0,16.0,herding_group,0.4,weekly_brushing,0.6,seasonal,0.8,energetic,0.8,easy_training,0.4,reserved_with_strangers,165,3,belgian malinois squarely built proud alert herder standing inch strong well muscled elegant bulky honest frill look befit dog built work hard feed breed hallmark proud carriage head coat color range rich fawn mahogany black ear mask accentuate bright questioning eye color dark belgian chocolate ever seen mal perform obedience routine know firsthand smart eager breed problem set though people oriented dog underemployed neglected exercise plenty preferably side side adored owner key mal happiness smart confident versatile belgian malinois world class worker forge unbreakable bond human partner deny mal activity pleasure company deprive reason confident smart hardworking herding_group belgian_malinois weekly_brushing seasonal energetic easy_training reserved_with_strangers
32,belgian_sheepdog,stirring silhouette belgian sheepdog conveys elegance muscular determination handsome feature breed exceedingly proud carriage head neck male might stand inch shoulder female smaller dark eye sparkle questioning intelligence black coat abundant neck collarette breech hindquarter way belgian sheepdog bright eyed bushy tailed sport activity belgian always give percent turn owner tend form special bond eager workaholic one devotee put belgian inspire intense loyalty live love great passion belgian sheepdog highly trainable herder whose versatility intelligence stuff canine legend breed built hard work plenty sensitive soul crave human companionship abhor neglect,bright watchful serious minded,125,55.88,66.04,20.41165665,34.01942775,12.0,14.0,herding_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.8,energetic,0.8,easy_training,0.4,reserved_with_strangers,157,3,stirring silhouette belgian sheepdog conveys elegance muscular determination handsome feature breed exceedingly proud carriage head neck male might stand inch shoulder female smaller dark eye sparkle questioning intelligence black coat abundant neck collarette breech hindquarter way belgian sheepdog bright eyed bushy tailed sport activity belgian always give percent turn owner tend form special bond eager workaholic one devotee put belgian inspire intense loyalty live love great passion belgian sheepdog highly trainable herder whose versatility intelligence stuff canine legend breed built hard work plenty sensitive soul crave human companionship abhor neglect bright watchful serious minded herding_group belgian_sheepdog 2-3_times_a_week_brushing seasonal energetic easy_training reserved_with_strangers
33,belgian_tervuren,belgian tervuren characterized straight abundant coat elegant muscular frame proudly carried head alert intelligent demeanor insatiable work drive tervuren coat furnishing like sporty collarette around neck profuse male run larger female intelligence high activity level challenge less creative individual may understand breed need work warns one longtime owner get idea tervurens grim mechanical worker drone fact breed take real delight ability master task owner say mischievous sense humor work whenever tervurens outsmart beloved human elegant agile belgian tervuren bright self assured herding dog medium size known affectionate possessive loved one lot hard work challenging play heaven tireless dog,courageous alert intelligent,106,55.88,66.04,20.41165665,34.01942775,12.0,14.0,herding_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.8,energetic,0.8,easy_training,0.4,reserved_with_strangers,159,3,belgian tervuren characterized straight abundant coat elegant muscular frame proudly carried head alert intelligent demeanor insatiable work drive tervuren coat furnishing like sporty collarette around neck profuse male run larger female intelligence high activity level challenge less creative individual may understand breed need work warns one longtime owner get idea tervurens grim mechanical worker drone fact breed take real delight ability master task owner say mischievous sense humor work whenever tervurens outsmart beloved human elegant agile belgian tervuren bright self assured herding dog medium size known affectionate possessive loved one lot hard work challenging play heaven tireless dog courageous alert intelligent herding_group belgian_tervuren 2-3_times_a_week_brushing seasonal energetic easy_training reserved_with_strangers
34,bergamasco_sheepdog,beneath one kind coat large muscular shepherd dog ancient pedigree since coat breed hallmark let take close look bergamasco sheepdog hair three different texture form naturally occurring loose mat flock strand hair woven together creating flat layer felted hair covering body leg flock provide protection fierce cold wild predator italian alp breed ancestral homeland bergamascos bright loyal loving trainable dash mountain dog independence take watching loved one serene vigilance wary stranger properly introduced bergamascos aggressive last resort generally happy kid animal low maintenance robustly healthy bergamasco much show stopping hairdo eager please smart stubbornly devoted work bergamascos patient protective,independent sociable intelligent,187,55.88,59.69,25.85476509,38.10175908,13.0,15.0,herding_group,0.2,occasional_bath/brush,0.2,infrequent,0.4,calm,0.6,agreeable,0.4,reserved_with_strangers,148,3,beneath one kind coat large muscular shepherd dog ancient pedigree since coat breed hallmark let take close look bergamasco sheepdog hair three different texture form naturally occurring loose mat flock strand hair woven together creating flat layer felted hair covering body leg flock provide protection fierce cold wild predator italian alp breed ancestral homeland bergamascos bright loyal loving trainable dash mountain dog independence take watching loved one serene vigilance wary stranger properly introduced bergamascos aggressive last resort generally happy kid animal low maintenance robustly healthy bergamasco much show stopping hairdo eager please smart stubbornly devoted work bergamascos patient protective independent sociable intelligent herding_group bergamasco_sheepdog occasional_bath/brush infrequent calm agreeable reserved_with_strangers
35,berger_picard,spot berger picard mile away thanks erect ear standing inch high wavy fawn brindle coat strong tail taper distinctive j hook male stand high inch female low inch eye dark glistening rectangular head furnished shaggy eyebrow beard mustache image sagacious worldly frenchman berger picard ideal companion athletic owner rugged constitution agility boundless energy make eager partner kind sport game outdoor pastime exercise must prolonged idleness neglect likely lead sensitive super smart dog destructive behavior berger picard lanky herding dog strong bone sturdy build picards spent century take charge independent problem solver early socialization positive training necessary cope stubborn streak,loyal good natured observant,144,54.61,64.77,22.6796185,31.751465900000003,12.0,13.0,herding_group,0.2,occasional_bath/brush,0.6,seasonal,1.0,needs_lots_of_activity,0.8,easy_training,0.6,alert/responsive,159,3,spot berger picard mile away thanks erect ear standing inch high wavy fawn brindle coat strong tail taper distinctive j hook male stand high inch female low inch eye dark glistening rectangular head furnished shaggy eyebrow beard mustache image sagacious worldly frenchman berger picard ideal companion athletic owner rugged constitution agility boundless energy make eager partner kind sport game outdoor pastime exercise must prolonged idleness neglect likely lead sensitive super smart dog destructive behavior berger picard lanky herding dog strong bone sturdy build picards spent century take charge independent problem solver early socialization positive training necessary cope stubborn streak loyal good natured observant herding_group berger_picard occasional_bath/brush seasonal needs_lots_of_activity easy_training alert/responsive
36,bernese_mountain_dog,bernese mountain dog large sturdy worker stand inch shoulder thick silky moderately long coat tricolored jet black clear white rust distinctive marking coat face breed hallmark combined intelligent gleam dark eye add berner aura majestic nobility hardy dog thrives cold weather berner brain brawn helped multitask farm pasture switzerland berners get along entire family particularly gentle child often become attached one lucky human berners imposing threatening maintain aloof dignity stranger big powerful built hard work bernese mountain dog also strikingly beautiful blessed sweet affectionate nature berners generally placid always romp owner live please,good natured calm strong,22,58.42,69.85,31.751465900000003,52.16312255,7.0,10.0,working_group,0.6,2-3_times_a_week_brushing,1.0,frequent,0.8,energetic,0.8,easy_training,0.4,reserved_with_strangers,163,3,bernese mountain dog large sturdy worker stand inch shoulder thick silky moderately long coat tricolored jet black clear white rust distinctive marking coat face breed hallmark combined intelligent gleam dark eye add berner aura majestic nobility hardy dog thrives cold weather berner brain brawn helped multitask farm pasture switzerland berners get along entire family particularly gentle child often become attached one lucky human berners imposing threatening maintain aloof dignity stranger big powerful built hard work bernese mountain dog also strikingly beautiful blessed sweet affectionate nature berners generally placid always romp owner live please good natured calm strong working_group bernese_mountain_dog 2-3_times_a_week_brushing frequent energetic easy_training reserved_with_strangers
37,bichon_frise,good size bichon stand shade foot tall shoulder breed glory white hypoallergenic coat plush velvety touch featuring rounded head hair set large dark eye black leather nose lip bichons adaptable companion get well dog child alert curious bichons make nice little watchdog lover fighter operate assumption stranger friend met yet confidence size make ideal city dog bichons train nicely enjoy performing loved one finally happy go lucky bichon personality draw smile hug wherever go small sturdy resilient bichon frise stand among world great personality dog since antiquity irresistible canine comedian relied charm beauty intelligence weather history ups down,playful curious peppy,46,24.13,29.21,5.4431084400000005,8.164662660000001,14.0,15.0,non-sporting_group,1.0,specialty/professional,0.2,infrequent,0.6,regular_exercise,0.6,agreeable,1.0,outgoing,155,3,good size bichon stand shade foot tall shoulder breed glory white hypoallergenic coat plush velvety touch featuring rounded head hair set large dark eye black leather nose lip bichons adaptable companion get well dog child alert curious bichons make nice little watchdog lover fighter operate assumption stranger friend met yet confidence size make ideal city dog bichons train nicely enjoy performing loved one finally happy go lucky bichon personality draw smile hug wherever go small sturdy resilient bichon frise stand among world great personality dog since antiquity irresistible canine comedian relied charm beauty intelligence weather history ups down playful curious peppy non-sporting_group bichon_frise specialty/professional infrequent regular_exercise agreeable outgoing
38,biewer_terrier,biewer terrier pronounced beaver like little dam building animal dedicated loyal family member friend meet uncommon met smile happy go lucky dog although constant barker alert company larger life personality lighthearted childlike whimsical attitude keep entertained hour spite small stature hearty athletic able keep best long walk hike competing agility ring biewer terrier elegant longhaired tri colored toy terrier whose purpose life love loved maintain charming whimsical attitude well adulthood carrying around toy two surprising,intelligent devoted amusing,,17.78,27.94,1.81436948,3.62873896,16.0,16.0,miscellaneous_class,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.4,calm,1.0,eager_to_please,1.0,outgoing,135,3,biewer terrier pronounced beaver like little dam building animal dedicated loyal family member friend meet uncommon met smile happy go lucky dog although constant barker alert company larger life personality lighthearted childlike whimsical attitude keep entertained hour spite small stature hearty athletic able keep best long walk hike competing agility ring biewer terrier elegant longhaired tri colored toy terrier whose purpose life love loved maintain charming whimsical attitude well adulthood carrying around toy two surprising intelligent devoted amusing miscellaneous_class biewer_terrier 2-3_times_a_week_brushing seasonal calm eager_to_please outgoing
39,black_and_tan_coonhound,black tan amazingly sensitive nose long velvety ear sweet disposition coal black coat feature rich tan accent including distinctive pumpkin seed keenly expressive eye big strong hound good size male stand inch shoulder cover ground effortless eager stride b t sociable hound lonely b serenade neighborhood loud mournful music b t keep pace active family also hog sofa hour end hound hound passing squirrel arouse b prey drive time flat strong leash sturdy fence must have b t might much hound lifestyle every owner large athletic hunter work night black tan coonhound friendly easygoing hound love company snoozy fireside tenacious trail wily raccoon hound real american original,easy going bright brave,138,58.42,68.58,29.48350405,49.895160700000005,10.0,12.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.8,friendly,164,3,black tan amazingly sensitive nose long velvety ear sweet disposition coal black coat feature rich tan accent including distinctive pumpkin seed keenly expressive eye big strong hound good size male stand inch shoulder cover ground effortless eager stride b t sociable hound lonely b serenade neighborhood loud mournful music b t keep pace active family also hog sofa hour end hound hound passing squirrel arouse b prey drive time flat strong leash sturdy fence must have b t might much hound lifestyle every owner large athletic hunter work night black tan coonhound friendly easygoing hound love company snoozy fireside tenacious trail wily raccoon hound real american original easy going bright brave hound_group black_and_tan_coonhound weekly_brushing seasonal regular_exercise independent friendly
40,black_russian_terrier,word looking imposing massive majestic plain big brawny guard dog siberian steppe tip scale pound stand high inch shoulder much taller huge brick shaped head considered tousled black coat warm enough allow brts patrol coldest habitable place earth old expression move well big guy applies nimble footed giant black russian terrier large immensely powerful worker heavy bone coarse black coat brts known courage confidence intelligence bred guard protect naturally aloof stranger,intelligent calm powerful,118,66.04,76.2,36.2873896,58.9670081,10.0,12.0,working_group,0.8,daily_brushing,0.6,seasonal,0.8,energetic,0.8,easy_training,0.4,reserved_with_strangers,121,3,word looking imposing massive majestic plain big brawny guard dog siberian steppe tip scale pound stand high inch shoulder much taller huge brick shaped head considered tousled black coat warm enough allow brts patrol coldest habitable place earth old expression move well big guy applies nimble footed giant black russian terrier large immensely powerful worker heavy bone coarse black coat brts known courage confidence intelligence bred guard protect naturally aloof stranger intelligent calm powerful working_group black_russian_terrier daily_brushing seasonal energetic easy_training reserved_with_strangers
41,bloodhound,bloodhound large substantial dog standing inch shoulder weighing pound famous feature long wrinkled face loose skin huge drooping ear warm deep set eye complete expression solemn dignity coat color black tan liver tan red powerful leg allow bloodhound scent mile punishing terrain pack dog bloodhound enjoy company including dog kid easygoing nose sometimes lead trouble strong leash long walk place enjoy sniffing around recommended bloodhound drooler obedience training sensitive sleuth challenge world famous sleuth hound one thing better creature earth find people lost hiding duty bloodhound among canine kingdom docile citizen relentless stubborn scent,friendly independent inquisitive,49,58.42,68.58,36.2873896,49.895160700000005,10.0,12.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.6,regular_exercise,0.4,independent,0.6,alert/responsive,158,3,bloodhound large substantial dog standing inch shoulder weighing pound famous feature long wrinkled face loose skin huge drooping ear warm deep set eye complete expression solemn dignity coat color black tan liver tan red powerful leg allow bloodhound scent mile punishing terrain pack dog bloodhound enjoy company including dog kid easygoing nose sometimes lead trouble strong leash long walk place enjoy sniffing around recommended bloodhound drooler obedience training sensitive sleuth challenge world famous sleuth hound one thing better creature earth find people lost hiding duty bloodhound among canine kingdom docile citizen relentless stubborn scent friendly independent inquisitive hound_group bloodhound weekly_brushing seasonal regular_exercise independent alert/responsive
42,bluetick_coonhound,bluetick speedy compact nocturnal hunter named mottled ticked black blue pattern glossy coat large male top inch pound female smaller bluetick well muscled sleek racy never chunky clumsy baying bawling chopping bark bluetick might cacophonous coon hunter music night droopy eared charm bluetick irresistible crave affection deeply devoted provide bluetick tremendous prey drive neglected underemployed coonhound outlet hardwired impulse develop problem behavior like serenading neighbor loud mournful music sleekly beautiful bluetick coonhound sweet affectionate charmer might enjoy snoozing shade pursuit quarry relentless bold single minded chart prey drive must channeled,smart devoted tenacious,130,53.34,68.58,20.41165665,36.2873896,11.0,12.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.8,energetic,0.6,agreeable,0.8,friendly,149,3,bluetick speedy compact nocturnal hunter named mottled ticked black blue pattern glossy coat large male top inch pound female smaller bluetick well muscled sleek racy never chunky clumsy baying bawling chopping bark bluetick might cacophonous coon hunter music night droopy eared charm bluetick irresistible crave affection deeply devoted provide bluetick tremendous prey drive neglected underemployed coonhound outlet hardwired impulse develop problem behavior like serenading neighbor loud mournful music sleekly beautiful bluetick coonhound sweet affectionate charmer might enjoy snoozing shade pursuit quarry relentless bold single minded chart prey drive must channeled smart devoted tenacious hound_group bluetick_coonhound weekly_brushing seasonal energetic agreeable friendly
43,boerboel,frill nonsense quality sleek coated avenger might stand high inch shoulder weigh much broad blocky head powerful jaw thick muscle neck rump mark descendant ancient molloser dog family foundation today mastiff type breed motion boerboel might agile mastiff type imposing boerboel devoted protecting people place love training socialization begin early pup becomes dominant adult trainable versatile breed eager spend time adored human still boerboel might way much dog novice owner handle boerboels intimidating discerning guardian home family learned trade protecting remote south african homestead ferocious predator dominant confident also bright eager learn,confident intelligent calm,121,55.88,68.58,68.0388555,90.718474,9.0,11.0,working_group,0.2,occasional_bath/brush,0.4,occasional,0.4,calm,0.6,agreeable,0.4,reserved_with_strangers,160,3,frill nonsense quality sleek coated avenger might stand high inch shoulder weigh much broad blocky head powerful jaw thick muscle neck rump mark descendant ancient molloser dog family foundation today mastiff type breed motion boerboel might agile mastiff type imposing boerboel devoted protecting people place love training socialization begin early pup becomes dominant adult trainable versatile breed eager spend time adored human still boerboel might way much dog novice owner handle boerboels intimidating discerning guardian home family learned trade protecting remote south african homestead ferocious predator dominant confident also bright eager learn confident intelligent calm working_group boerboel occasional_bath/brush occasional calm agreeable reserved_with_strangers
44,bohemian_shepherd,bohemian shepherd intelligent lively quick athletic breed enthusiastically welcome activity introduced making breed rather versatile succeed many arena agility dog dancing schutzhund search rescue nose work tracking pastoral work obedience therapy dog service dog breaking field coursing dock diving endurance test bohemian shepherd make excellent family dog due devotion family member adoration child breed love family also well non human member family raised bohemian shepherd club north americaemail bscnainfo gmail com bohemian shepherd intelligent lively quick athletic breed enthusiastically welcome activity introduced making breed rather versatile,friendly devoted alert intelligent,,49.022000000000006,55.118,16.78291769,27.2155422,12.0,15.0,foundation_stock_service,0.2,occasional_bath/brush,0.4,occasional,0.6,regular_exercise,0.8,easy_training,0.6,alert/responsive,134,5,bohemian shepherd intelligent lively quick athletic breed enthusiastically welcome activity introduced making breed rather versatile succeed many arena agility dog dancing schutzhund search rescue nose work tracking pastoral work obedience therapy dog service dog breaking field coursing dock diving endurance test bohemian shepherd make excellent family dog due devotion family member adoration child breed love family also well non human member family raised bohemian shepherd club north americaemail bscnainfo gmail com bohemian shepherd intelligent lively quick athletic breed enthusiastically welcome activity introduced making breed rather versatile friendly devoted alert intelligent foundation_stock_service bohemian_shepherd occasional_bath/brush occasional regular_exercise easy_training alert/responsive
45,bolognese,bolognese small stocky squarely built rather serene inactive devoted master people shy towards stranger warm quickly properly socialized prone separation anxiety bolognese well alone long period time would ill suited people workday bolo old breed known royal nobleman roman time given precious gift wealthy powerful small companion breed originating italy bolognese calm faithful dog long fluffy pure white coat playful easy going love people,playful easy going devoted,,25.4,30.48,2.4947580350000003,4.082331330000001,12.0,14.0,foundation_stock_service,0.6,2-3_times_a_week_brushing,0.2,infrequent,0.4,calm,0.6,agreeable,0.8,friendly,115,3,bolognese small stocky squarely built rather serene inactive devoted master people shy towards stranger warm quickly properly socialized prone separation anxiety bolognese well alone long period time would ill suited people workday bolo old breed known royal nobleman roman time given precious gift wealthy powerful small companion breed originating italy bolognese calm faithful dog long fluffy pure white coat playful easy going love people playful easy going devoted foundation_stock_service bolognese 2-3_times_a_week_brushing infrequent calm agreeable friendly
46,border_collie,border athletic medium sized herder standing inch shoulder overall look muscular nimble worker unspoiled passing fad rough coat smooth coat come variety color pattern almond eye focus intelligent expression intense gaze border famous herding eye breed hallmark move border among canine kingdom agile balanced durable citizen intelligence athleticism trainability border perfect outlet agility training job perform like agility herding obedience work key border happiness amiable among friend may reserved stranger remarkably bright workaholic border collie amazing dog maybe bit amazing owner without time energy mean keep occupied energetic dog settle cuddle time workday done,affectionate smart energetic,35,45.72,55.88,13.6077711,24.947580350000003,12.0,15.0,herding_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,1.0,needs_lots_of_activity,1.0,eager_to_please,0.4,reserved_with_strangers,157,3,border athletic medium sized herder standing inch shoulder overall look muscular nimble worker unspoiled passing fad rough coat smooth coat come variety color pattern almond eye focus intelligent expression intense gaze border famous herding eye breed hallmark move border among canine kingdom agile balanced durable citizen intelligence athleticism trainability border perfect outlet agility training job perform like agility herding obedience work key border happiness amiable among friend may reserved stranger remarkably bright workaholic border collie amazing dog maybe bit amazing owner without time energy mean keep occupied energetic dog settle cuddle time workday done affectionate smart energetic herding_group border_collie 2-3_times_a_week_brushing seasonal needs_lots_of_activity eager_to_please reserved_with_strangers
47,border_terrier,border terrier standing inch shoulder easy recognize among small terrier unique head shape breed otter head fancier say another distinguishing trait longer leg small terrier wire coat grizzle tan blue tan wheaten red border described hard nail working home good tempered affectionate trainable border love exploring outdoors make fine childhood playmate bred country dog border adapt well city life long get plenty exercise border tend get along dog hunting instinct aroused cat squirrel cross path admirer upbeat agile border terrier cherish breed reputation tough frill working terrier plucky happy affectionate dog popular pet town country wiry coat easy keeper,affectionate happy plucky,88,30.48,38.1,5.216312255,7.030681735,12.0,15.0,terrier_group,0.4,weekly_brushing,0.4,occasional,0.6,regular_exercise,0.8,easy_training,0.8,friendly,163,3,border terrier standing inch shoulder easy recognize among small terrier unique head shape breed otter head fancier say another distinguishing trait longer leg small terrier wire coat grizzle tan blue tan wheaten red border described hard nail working home good tempered affectionate trainable border love exploring outdoors make fine childhood playmate bred country dog border adapt well city life long get plenty exercise border tend get along dog hunting instinct aroused cat squirrel cross path admirer upbeat agile border terrier cherish breed reputation tough frill working terrier plucky happy affectionate dog popular pet town country wiry coat easy keeper affectionate happy plucky terrier_group border_terrier weekly_brushing occasional regular_exercise easy_training friendly
48,borzoi,borzoi large elegant sighthounds mature male stand least inch shoulder weighs pound female smaller beneath luxurious silky coat borzoi construction follows ancient greyhound template known russian wolfhound borzoi bred swift tough enough pursue pin ferocious lupine quarry quiet catlike way stubborn training best accomplished patience consistency good humor affectionate family dog borzoi nonetheless bit dignified wholeheartedly enjoy lot roughhousing sight cat squirrel run quickly stir pursuit instinct fenced running room must among impressively beautiful dog aristocratic borzoi cherished calm agreeable temperament full stride princely package strength grace glamour flying mile per hour,affectionate loyal regally dignified,103,66.04,71.12,27.2155422,47.62719885,9.0,14.0,hound_group,0.4,weekly_brushing,0.6,seasonal,0.8,energetic,0.4,independent,0.6,alert/responsive,160,4,borzoi large elegant sighthounds mature male stand least inch shoulder weighs pound female smaller beneath luxurious silky coat borzoi construction follows ancient greyhound template known russian wolfhound borzoi bred swift tough enough pursue pin ferocious lupine quarry quiet catlike way stubborn training best accomplished patience consistency good humor affectionate family dog borzoi nonetheless bit dignified wholeheartedly enjoy lot roughhousing sight cat squirrel run quickly stir pursuit instinct fenced running room must among impressively beautiful dog aristocratic borzoi cherished calm agreeable temperament full stride princely package strength grace glamour flying mile per hour affectionate loyal regally dignified hound_group borzoi weekly_brushing seasonal energetic independent alert/responsive
49,boston_terrier,boston terrier compact short tailed well balanced little dog weighing pound stylish tuxedo coat white either black brindle seal black red cast viewed sun bright light head square muzzle short large round eye shine kindness curiosity mischief ever alert surroundings boston move jaunty rhythmic step safe bet breed named city havanese brussels griffon instance make excellent urban pet boston exception sturdy portable people oriented always brisk walk park outdoor cafe bright dog natural gift comedy dapper bostonian steady source smile boston terrier lively little companion recognized tight tuxedo jacket sporty compact body friendly glow big round eye impeccable manner earned nickname american gentleman,friendly bright amusing,21,38.1,43.18,5.4431084400000005,11.33980925,11.0,13.0,non-sporting_group,0.4,weekly_brushing,0.2,infrequent,0.6,regular_exercise,1.0,eager_to_please,1.0,outgoing,171,3,boston terrier compact short tailed well balanced little dog weighing pound stylish tuxedo coat white either black brindle seal black red cast viewed sun bright light head square muzzle short large round eye shine kindness curiosity mischief ever alert surroundings boston move jaunty rhythmic step safe bet breed named city havanese brussels griffon instance make excellent urban pet boston exception sturdy portable people oriented always brisk walk park outdoor cafe bright dog natural gift comedy dapper bostonian steady source smile boston terrier lively little companion recognized tight tuxedo jacket sporty compact body friendly glow big round eye impeccable manner earned nickname american gentleman friendly bright amusing non-sporting_group boston_terrier weekly_brushing infrequent regular_exercise eager_to_please outgoing
50,bouvier_des_flandres,standing high inch heavy bone powerful muscle beneath weatherproof coat impressive head accented beard mustache bouviers anything need barnyard pasture except milk cow yet bouviers farm equipment sterling character huge heart keen intelligence endear dog lover world bouvier work ethic must accommodated happily breed versatility allows myriad task bouviers excellent watchdog guardian eager participant dog sport especially herding trial strong willed dog best owner devote ample time space top line working dog build em like anymore burly barrel chested tousle coated dog flandres time place dog work like well dog smart steady purpose worker make excellent watchdog,affectionate courageous strong willed,84,59.69,69.85,31.751465900000003,49.895160700000005,10.0,12.0,herding_group,0.8,daily_brushing,0.6,seasonal,0.8,energetic,0.6,agreeable,0.6,alert/responsive,158,3,standing high inch heavy bone powerful muscle beneath weatherproof coat impressive head accented beard mustache bouviers anything need barnyard pasture except milk cow yet bouviers farm equipment sterling character huge heart keen intelligence endear dog lover world bouvier work ethic must accommodated happily breed versatility allows myriad task bouviers excellent watchdog guardian eager participant dog sport especially herding trial strong willed dog best owner devote ample time space top line working dog build em like anymore burly barrel chested tousle coated dog flandres time place dog work like well dog smart steady purpose worker make excellent watchdog affectionate courageous strong willed herding_group bouvier_des_flandres daily_brushing seasonal energetic agreeable alert/responsive
51,boxer,well made boxer peak condition awesome sight male stand high inch shoulder female run smaller muscle ripple beneath short tight fitting coat dark brown eye wrinkled forehead give face alert curious look coat fawn brindle white marking boxer move like athlete named smooth graceful powerful forward thrust boxer upbeat playful patience protective nature earned reputation great dog child take job watchdog family guardian seriously meet threat fearlessly boxer best exposed lot people animal early puppyhood loyalty affection intelligence work ethic good look boxer whole doggy package bright alert sometimes silly always courageous boxer among america popular dog breed long time,bright fun loving active,11,54.61,63.5,6.80388555,36.2873896,10.0,12.0,working_group,0.4,weekly_brushing,0.4,occasional,0.8,energetic,0.8,easy_training,1.0,outgoing,162,3,well made boxer peak condition awesome sight male stand high inch shoulder female run smaller muscle ripple beneath short tight fitting coat dark brown eye wrinkled forehead give face alert curious look coat fawn brindle white marking boxer move like athlete named smooth graceful powerful forward thrust boxer upbeat playful patience protective nature earned reputation great dog child take job watchdog family guardian seriously meet threat fearlessly boxer best exposed lot people animal early puppyhood loyalty affection intelligence work ethic good look boxer whole doggy package bright alert sometimes silly always courageous boxer among america popular dog breed long time bright fun loving active working_group boxer weekly_brushing occasional energetic easy_training outgoing
52,boykin_spaniel,boykins medium sized spaniel larger rangier cocker compact springer breed hallmark beautiful solid brown coat color range rich liver luscious chocolate large feathery ear hang close cheek setting expression soulful intelligence bred work lake swamp native south carolina web toed boykins swim like seal year boykins known hunter carolina waterfowl wild turkey lately wider world discovered boykin delightful home eager lake sweet dog around family longtime owner say absolute tiger field medium sized flushing retrieving dog known rich brown coat boykin spaniel avid eager merry trainable mellow housedog tenacious bird dog south carolina best kept secret,friendly eager lovable,100,35.56,45.72,11.33980925,18.1436948,10.0,15.0,sporting_group,0.6,2-3_times_a_week_brushing,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.6,alert/responsive,158,3,boykins medium sized spaniel larger rangier cocker compact springer breed hallmark beautiful solid brown coat color range rich liver luscious chocolate large feathery ear hang close cheek setting expression soulful intelligence bred work lake swamp native south carolina web toed boykins swim like seal year boykins known hunter carolina waterfowl wild turkey lately wider world discovered boykin delightful home eager lake sweet dog around family longtime owner say absolute tiger field medium sized flushing retrieving dog known rich brown coat boykin spaniel avid eager merry trainable mellow housedog tenacious bird dog south carolina best kept secret friendly eager lovable sporting_group boykin_spaniel 2-3_times_a_week_brushing seasonal regular_exercise eager_to_please alert/responsive
53,bracco_italiano,tough adapted type hunting bracco italiano reliable intelligent docile easy train powerful appearance lean limb well developed muscle sculpted head english italian pointing dog bracco italiano one oldest pointing breed introduced united state remained true heritage versatile gun dog gentle home tireless field,affectionate intelligent enthusiastic,,53.34,68.58,24.947580350000003,40.8233133,10.0,14.0,miscellaneous_class,0.2,occasional_bath/brush,0.4,occasional,0.8,energetic,0.8,easy_training,0.6,alert/responsive,86,3,tough adapted type hunting bracco italiano reliable intelligent docile easy train powerful appearance lean limb well developed muscle sculpted head english italian pointing dog bracco italiano one oldest pointing breed introduced united state remained true heritage versatile gun dog gentle home tireless field affectionate intelligent enthusiastic miscellaneous_class bracco_italiano occasional_bath/brush occasional energetic easy_training alert/responsive
54,braque_du_bourbonnais,bourbonnais ancient breed evolved france th century historic province bourbonnais breed known amongst french hunter tailless pointer distinctive fawn liver ticking braque du bourbonnais gained strong foothold north america year pup registered united state homeland france english bourbonnais pointing dog kind affectionate home serious adaptable intelligent hunter field club contact detailsclub braque du bourbonnais club americaname cindy petkwitzemail villagelock comcast netaddress hollywood grosse pointe mi phone pronounced brock bor bon nay pointer calm gentle demeanor ideally suited foot hunter breed relatively small size short coat well suit ideal home companion family hunt,affectionate adaptable gentle,,48.26,57.15,15.875732950000002,24.04039561,10.0,12.0,foundation_stock_service,0.2,occasional_bath/brush,0.6,seasonal,0.6,regular_exercise,1.0,eager_to_please,0.6,alert/responsive,152,3,bourbonnais ancient breed evolved france th century historic province bourbonnais breed known amongst french hunter tailless pointer distinctive fawn liver ticking braque du bourbonnais gained strong foothold north america year pup registered united state homeland france english bourbonnais pointing dog kind affectionate home serious adaptable intelligent hunter field club contact detailsclub braque du bourbonnais club americaname cindy petkwitzemail villagelock comcast netaddress hollywood grosse pointe mi phone pronounced brock bor bon nay pointer calm gentle demeanor ideally suited foot hunter breed relatively small size short coat well suit ideal home companion family hunt affectionate adaptable gentle foundation_stock_service braque_du_bourbonnais occasional_bath/brush seasonal regular_exercise eager_to_please alert/responsive
